text,Sentiment,label
realli interest inform chang ecommerc consum buy look march v march surpris see glove toilet paper bread machin,Positive,1
wash hand regularli second soap use hand sanit,Positive,1
activist group file consum protect emot distress lawsuit fox news coverag covid pandem sought replac judg overse claim one week file,Negative,0
thank toluna share insight countri worldwid peopl sentiment feel secur due sanitari crisi read,Positive,1
european food suppli chain food safeti system prove extrem resili peopl still manag find avail safe food supermarket shelv even time covid pandem say mep herbert dorfmann,Positive,1
mdoc horhn ms ms brown mississippi prison go offici food amp water strike april protest covid pandem amp lack preventent measur taken mdoc staff shortag inhuman live condit poor food qualiti qualiti abus amp demand msleg final amp enact sb,Negative,0
felipejainmd made note last week observ two middl age men sit independ supermarket parkin driver seat car late afternoon drink bourban mixtur can look sheepish good prognosi,Negative,0
theprojecttv mrbenjaminlaw okay empti supermarket shelv essenti good amp send china okay depriv emerg servic medic suppli amp send china okay send us faulti covid,Negative,0
turkey see first inmat coronaviru death turkey monitor covid patient via phone ensur quarantin covid rise among postal worker coronaviru spread dramat turkey onlin shop soar turkey isol en,Negative,0
saudiarabia russia alli oil produc agre deep cut crude output talk week unitedst sever other join curb help prop price hammer coronaviru crisi,Negative,0
refin across asia accumul unwant inventori sinc earli feb consum demand falter follow outbreak,Negative,0
sex somebodi last night told bring protect show mask lysol hand sanit long stori short think pregnant,Positive,1
friend husband die morn due coronoviru liver kidney problem risk peopl see friend see alon griev well go funer stay home pleas,Negative,0
panic buy option food bank key famili covid crisi,Negative,0
ozymandiasdust love view miss come osm shop stick local dont think dcpolic would say mile journey essenti supermarket closer direct,Positive,1
cool see muddi river distilleri manufactur hand sanit first respond thank mani way commun support one anoth fight,Positive,1
social media user like increas alcohol use covid stay home new consum research find social media user like increas alcohol use order u,Positive,1
thought day grab random bottl week ago groceri store find screw top hallelujah need find corkscrew love easi access wine screw top wine,Positive,1
checkout ladi supermarket move today thank us could furlough chose work differ branch normal amp also cover sick key worker thankyou,Positive,1
around peopl die yesterday yet trip supermarket appear famili day,Negative,0
us consum sentiment plung record earli april coronaviru froze economi djt taken covid pandem serious rather wait mth address amp w feder coordin effort us economi wouldnt b free fall,Positive,1
anyon interest checklist consum implic covid polici respons,Positive,1
dramat longterm impact consum shop habit speed shift onlin retail new studi kantar suggest read moregtgt,Positive,1
david uren econom crisi consum economi crisi rather stage import qualif make longer goe though like see financi compon,Negative,0
retail store took quit hit time work well plan perman close begin april anyway,Positive,1
yext usag skyrocket sinc coronaviru appear public search impact see industri geographi special report,Positive,1
come supermarket grab item look displeasur put back rack cant calcul mani grab item daywhat covid posit unawar sanit mask supermarketslet protect,Positive,1
head environment chemic regul jane southworth provid guidanc compani manufactur hand sanit,Positive,1
first two week widespread quarantin respons covid mani groceri retail outlet report surg demand amp hoard shelfstabl food inform eu agrifood suppli chain usdaforeignag usembbrussel,Positive,1
health safeti two aspect impact consum decis significantli post covid era peopl consciou well group chairman amp ceo fcb india,Positive,1
figuid sensibl question panda pod covid appar go cost club million player transfer fee appar also set drop effect fi player price second part question easter egg want unclerich,Negative,0
current athom covid test kit avail consum purchas wari scam visit fda ftc investig report question product,Negative,0
covid crisi push consum swiftli chang shop behavior way engag brand spend time onlin mention virtual connect virtual happi hour spike last quarter,Positive,1
china consum compani manag covid crisi virtual roundtabl mckinsey,Negative,0
cannot sincer thank staff deliveri driver teacher supermarket worker whilst live live noth need chang write iffat mirza read,Negative,0
dairi farmer reserv tap year low price covid crisi appear motiv big dairi industri player consid suppli manag approach could reshap dairi farmer emerg pandem,Negative,0
upper midwest agricultur safeti health center promot mental health healthi habit farm amid covid pandem caus crop livestock price fluctuat milk dump,Positive,1
dump break close destroy demand produc throttl back eras sale restaur cafeteria heartwrench,Negative,0
first flight month hit land sydney carri mask gown ventil steal medic equip ppe feb sell back like defect gear australia inflat price,Negative,0
made mask go groceri shop respons walk store along pair sunglass im sure look creepi embrac,Positive,1
quakertown distil provid hand sanit lancast counti pa,Positive,1
across help lead growth enhanc trust govern open way privat sector check new econom updat impact amp fall price peopl economi region,Positive,1
latest post corpor blog explain implic covid crisi corpor manag base latest studi itali us mostli spain,Negative,0
far alway realli like go groceri shop rn reckless peopl around store rather feel like grosseri shop,Positive,1
broker morgan stanley name two best smallcap consum stock buy consid best place withstand covid downturn,Positive,1
opinion win team includ big bang boom design remot oper ventil system built consum durabl compon anoth startup develop uv disinfect robot autonom disinfect surfac use uv light,Positive,1
food bank see record demand month month help,Positive,1
coronaviru cartwip suppli limit fixturescloseup viru,Negative,0
